ID	File	Case	Function	NounType	Gender	Number	Animacy	ReferenceToPersons
325	TOR_C_0046_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
326	TOR_C_0086_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
345	TOR_C_00024_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
348	TOR_C_0083_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
349	TOR_C_00024_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
351	TOR_C_00010_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
358	TOR_C_0086_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
361	TOR_C_0064_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
362	TOR_C_0069_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
390	TOR_C_0083_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
391	TOR_C_00010_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
392	TOR_C_00010_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
393	TOR_C_0041_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
394	TOR_C_00010_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
395	TOR_C_0089_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
416	TOR_C_0064_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
417	TOR_C_0002_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
442	TOR_C_0037_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
444	TOR_C_0059_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
446	TOR_C_0089_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
454	TOR_C_00019_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
465	TOR_C_0064_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
466	TOR_C_0086_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
471	TOR_C_0089_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
472	TOR_C_0045_tagged.txt	na-OBL	IO	COMMON	FEM	SG	ANIMATE	YES
491	TOR_C_0051_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
498	TOR_C_00024_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
508	TOR_C_0069_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
509	TOR_C_0003_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
510	TOR_C_00023_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
511	TOR_C_0009_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
512	TOR_C_0049_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
513	TOR_C_0038_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
514	TOR_C_0001_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
515	TOR_C_0001_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
516	TOR_C_0067_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
517	TOR_C_0061_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
523	TOR_C_0052_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
526	TOR_C_0003_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
528	TOR_C_0003_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
530	TOR_C_0048_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
532	TOR_C_0086_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
533	TOR_C_0009_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
569	TOR_C_0051_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
570	TOR_C_0009_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
572	TOR_C_0002_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
573	TOR_C_0089_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
574	TOR_C_00013_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
575	TOR_C_0037_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
599	TOR_C_0083_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
601	TOR_C_0083_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
603	TOR_C_0049_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
614	TOR_C_00033_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
626	TOR_C_00016_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
628	TOR_C_0045_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
632	TOR_C_0078_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
634	TOR_C_0041_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
636	TOR_C_0047_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
638	TOR_C_00034_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
640	TOR_C_0086_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
642	TOR_C_0049_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
685	TOR_C_0051_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
698	TOR_C_0061_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
699	TOR_C_00033_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
700	TOR_C_00016_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
701	TOR_C_0037_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
702	TOR_C_00034_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
703	TOR_C_00034_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
706	TOR_C_0041_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
707	TOR_C_00034_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
715	TOR_C_0083_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
716	TOR_C_00034_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
717	TOR_C_0003_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
718	TOR_C_00010_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
719	TOR_C_0003_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
720	TOR_C_0070_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
722	TOR_C_0041_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
723	TOR_C_0074_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
724	TOR_C_0054_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
730	TOR_C_0003_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
742	TOR_C_0062_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
744	TOR_C_0082_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
746	TOR_C_0002_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
748	TOR_C_0051_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
750	TOR_C_00024_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
761	TOR_C_0008_tagged.txt	na-OBL	POSS	COMMON	FEM	SG	ANIMATE	YES
17	TOR_C_00017_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
96	TOR_C_0037_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
97	TOR_C_0061_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
98	TOR_C_00018_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
99	TOR_C_00010_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
100	TOR_C_0086_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
101	TOR_C_0037_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
102	TOR_C_0008_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
103	TOR_C_0071_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
104	TOR_C_00019_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
105	TOR_C_0048_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
106	TOR_C_0066_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
107	TOR_C_0066_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
108	TOR_C_0039_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
109	TOR_C_0089_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
110	TOR_C_00023_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
111	TOR_C_0042_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
112	TOR_C_0042_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
314	TOR_C_0083_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
374	TOR_C_0045_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
438	TOR_C_0050_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
440	TOR_C_0050_tagged.txt	na-OBL	IO	COMMON	NEUT	SG	ANIMATE	YES
534	TOR_C_0037_tagged.txt	na-OBL	POSS	COMMON	NEUT	SG	ANIMATE	YES
535	TOR_C_00033_tagged.txt	na-OBL	POSS	COMMON	NEUT	SG	ANIMATE	YES
673	TOR_C_00020_tagged.txt	na-OBL	POSS	COMMON	NEUT	SG	ANIMATE	YES
752	TOR_C_0070_tagged.txt	na-OBL	POSS	COMMON	NEUT	SG	ANIMATE	YES
50	TOR_C_0051_tagged.txt	na-OBL	IO	PROPER	MASC	PL	ANIMATE	YES
130	TOR_C_0002_tagged.txt	na-OBL	IO	PROPER	MASC	PL	ANIMATE	YES
331	TOR_C_00030_tagged.txt	na-OBL	IO	PROPER	MASC	PL	ANIMATE	YES
118	TOR_C_0045_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
136	TOR_C_0038_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
181	TOR_C_0051_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
182	TOR_C_0083_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
183	TOR_C_0037_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
184	TOR_C_0086_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
185	TOR_C_00016_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
186	TOR_C_00033_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
187	TOR_C_0053_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
188	TOR_C_0056_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
189	TOR_C_00016_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
190	TOR_C_0049_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
191	TOR_C_0083_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
192	TOR_C_0101_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
193	TOR_C_0059_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
195	TOR_C_0080_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
196	TOR_C_0050_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
223	TOR_C_0007_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
289	TOR_C_0066_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
309	TOR_C_0041_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
322	TOR_C_0047_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
324	TOR_C_0064_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
343	TOR_C_0045_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
344	TOR_C_00029_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
352	TOR_C_0002_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
355	TOR_C_0075_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
463	TOR_C_00029_tagged.txt	na-OBL	IO	COMMON	MASC	PL	ANIMATE	YES
677	TOR_C_00010_tagged.txt	na-OBL	POSS	COMMON	MASC	PL	ANIMATE	YES
751	TOR_C_0070_tagged.txt	na-OBL	POSS	COMMON	MASC	PL	ANIMATE	YES
232	TOR_C_00018_tagged.txt	na-OBL	IO	COMMON	FEM	PL	ANIMATE	YES
159	TOR_C_0037_tagged.txt	na-OBL	IO	COMMON	FEM	PL	ANIMATE	YES
160	TOR_C_0050_tagged.txt	na-OBL	IO	COMMON	FEM	PL	ANIMATE	YES
347	TOR_C_0086_tagged.txt	na-OBL	IO	COMMON	FEM	PL	ANIMATE	YES
470	TOR_C_0037_tagged.txt	na-OBL	IO	COMMON	FEM	PL	ANIMATE	YES
559	TOR_C_0009_tagged.txt	na-OBL	POSS	COMMON	FEM	PL	ANIMATE	YES
675	TOR_C_0066_tagged.txt	na-OBL	POSS	COMMON	FEM	PL	ANIMATE	YES
55	TOR_C_00020_tagged.txt	na-OBL	IO	PROPER	NEUT	PL	ANIMATE	YES
484	TOR_C_0037_tagged.txt	na-OBL	POSS	PROPER	NEUT	PL	ANIMATE	YES
1599	TOR_C_0086_tagged.txt	DAT	IO	PROPER	MASC	SG	ANIMATE	YES
1600	TOR_C_0086_tagged.txt	DAT	IO	PROPER	MASC	SG	ANIMATE	YES
3930	TOR_C_0003_tagged.txt	DAT	POSS	PROPER	MASC	SG	ANIMATE	YES
764	TOR_C_0053_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
765	TOR_C_00024_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
768	TOR_C_0046_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
769	TOR_C_0061_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2960	TOR_C_00018_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2961	TOR_C_0001_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2962	TOR_C_00024_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2963	TOR_C_00024_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2964	TOR_C_00030_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2965	TOR_C_00030_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2966	TOR_C_00030_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2967	TOR_C_00030_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2968	TOR_C_00032_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2969	TOR_C_00032_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
2970	TOR_C_0003_tagged.txt	DAT	IO	COMMON	MASC	SG	ANIMATE	YES
1008	TOR_C_0083_tagged.txt	DAT	IO	PROPER	FEM	SG	ANIMATE	YES
2957	TOR_C_0045_tagged.txt	DAT	IO	PROPER	FEM	SG	ANIMATE	YES
2958	TOR_C_0045_tagged.txt	DAT	IO	PROPER	FEM	SG	ANIMATE	YES
766	TOR_C_0081_tagged.txt	DAT	IO	COMMON	FEM	SG	ANIMATE	YES
2185	TOR_C_0061_tagged.txt	DAT	IO	COMMON	FEM	SG	ANIMATE	YES
2959	TOR_C_0091_tagged.txt	DAT	IO	COMMON	FEM	SG	ANIMATE	YES
2183	TOR_C_0098_tagged.txt	DAT	IO	COMMON	MASC	PL	ANIMATE	YES
2197	TOR_C_0093_tagged.txt	DAT	IO	COMMON	MASC	PL	ANIMATE	YES
2974	TOR_C_00024_tagged.txt	DAT	IO	COMMON	MASC	PL	ANIMATE	YES
771	TOR_C_0081_tagged.txt	DAT	IO	COMMON	FEM	PL	ANIMATE	YES
2184	TOR_C_0045_tagged.txt	DAT	IO	COMMON	FEM	PL	ANIMATE	YES
2198	TOR_C_0093_tagged.txt	DAT	IO	COMMON	FEM	PL	ANIMATE	YES