ID	Transcript number	PERSON	NUMBER	PERSON.NUMBER	ANIMACY	REFLEXIVITY	VOICE
276	TOR_C_00010_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
277	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
278	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
279	TOR_C_0038_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
280	TOR_C_0042_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
281	TOR_C_0042_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
282	TOR_C_0047_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
283	TOR_C_0047_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
284	TOR_C_0067_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
285	TOR_C_0067_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
286	TOR_C_0089_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
287	TOR_C_0089_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
288	TOR_C_00023_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
289	TOR_C_00020_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
290	TOR_C_0076_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
291	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
292	TOR_C_0042_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
293	TOR_C_0042_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
294	TOR_C_0064_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
295	TOR_C_0086_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
296	TOR_C_00019_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
297	TOR_C_00019_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
298	TOR_C_00030_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
299	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
300	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
301	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
302	TOR_C_0040_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
303	TOR_C_0040_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
304	TOR_C_0041_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
305	TOR_C_0047_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
306	TOR_C_0047_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
307	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
308	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
309	TOR_C_0051_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
310	TOR_C_0052_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
311	TOR_C_0060_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
312	TOR_C_0062_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
313	TOR_C_0064_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
314	TOR_C_0082_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
315	TOR_C_0001_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
316	TOR_C_00013_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
317	TOR_C_00016_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
318	TOR_C_00019_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
319	TOR_C_00029_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
320	TOR_C_00032_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
321	TOR_C_00024_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
322	TOR_C_00011_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
323	TOR_C_0063_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
324	TOR_C_0089_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
325	TOR_C_0001_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
326	TOR_C_0004_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
327	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
328	TOR_C_0089_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
329	TOR_C_0091_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
330	TOR_C_0002_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
331	TOR_C_0002_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
332	TOR_C_0040_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
333	TOR_C_0051_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
334	TOR_C_0001_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
335	TOR_C_0080_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
336	TOR_C_0082_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
337	TOR_C_00023_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
338	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
339	TOR_C_0101_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
340	TOR_C_0002_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
341	TOR_C_0008_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
342	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
343	TOR_C_0040_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
344	TOR_C_0045_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
345	TOR_C_0073_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
346	TOR_C_0089_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
347	TOR_C_0009_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
348	TOR_C_0066_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
349	TOR_C_0041_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
350	TOR_C_00019_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
351	TOR_C_0089_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
352	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
353	TOR_C_0047_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
354	TOR_C_0042_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
355	TOR_C_00024_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
356	TOR_C_00023_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
357	TOR_C_0037_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
358	TOR_C_00016_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
359	TOR_C_00010_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
360	TOR_C_0050_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
361	TOR_C_0079_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
362	TOR_C_0052_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
363	TOR_C_0042_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
364	TOR_C_0047_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
365	TOR_C_00030_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
366	TOR_C_0038_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
367	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
368	TOR_C_0001_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
369	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
370	TOR_C_0041_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
371	TOR_C_0040_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
372	TOR_C_0046_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
373	TOR_C_0079_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
374	TOR_C_0073_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
375	TOR_C_0048_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
376	TOR_C_0040_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
377	TOR_C_0069_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
378	TOR_C_00032_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
379	TOR_C_00023_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
380	TOR_C_0007_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
381	TOR_C_0046_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
382	TOR_C_0060_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
383	TOR_C_0071_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
384	TOR_C_0071_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
385	TOR_C_0092_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
386	TOR_C_0092_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
387	TOR_C_0093_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
388	TOR_C_0093_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
389	TOR_C_00016_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
390	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
391	TOR_C_00020_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
392	TOR_C_00030_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
393	TOR_C_00011_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
394	TOR_C_0051_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
395	TOR_C_0051_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
396	TOR_C_00013_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
397	TOR_C_0086_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
398	TOR_C_00013_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
399	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
400	TOR_C_00016_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
401	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
402	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
403	TOR_C_0070_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
404	TOR_C_0047_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
405	TOR_C_00013_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
406	TOR_C_00016_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
407	TOR_C_00016_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
408	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
409	TOR_C_0008_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
410	TOR_C_0037_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
411	TOR_C_0037_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
412	TOR_C_0040_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
413	TOR_C_0045_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
414	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
415	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
416	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
417	TOR_C_00024_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
418	TOR_C_00024_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
419	TOR_C_0046_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
420	TOR_C_0037_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
421	TOR_C_0037_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
422	TOR_C_0001_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
423	TOR_C_00016_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
424	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
425	TOR_C_0004_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
426	TOR_C_0052_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
427	TOR_C_0082_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
428	TOR_C_0041_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
429	TOR_C_00019_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
430	TOR_C_0050_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
431	TOR_C_0037_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
432	TOR_C_0002_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
433	TOR_C_00012_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
434	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
435	TOR_C_00020_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
436	TOR_C_00013_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
437	TOR_C_00013_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
438	TOR_C_0067_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
439	TOR_C_00013_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
440	TOR_C_00013_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
441	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
442	TOR_C_0050_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
443	TOR_C_0069_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
444	TOR_C_00019_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
445	TOR_C_00019_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
446	TOR_C_00030_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
447	TOR_C_0089_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
448	TOR_C_0041_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
449	TOR_C_0076_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
450	TOR_C_0076_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
451	TOR_C_00030_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
452	TOR_C_00010_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
453	TOR_C_00019_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
454	TOR_C_00024_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
455	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
456	TOR_C_0038_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
457	TOR_C_0046_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
458	TOR_C_0050_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
459	TOR_C_0064_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
460	TOR_C_0076_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
461	TOR_C_0101_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
462	TOR_C_0101_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
463	TOR_C_00015_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
464	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
465	TOR_C_0050_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
466	TOR_C_0045_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
467	TOR_C_0046_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
468	TOR_C_0050_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
469	TOR_C_0038_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
470	TOR_C_00020_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
471	TOR_C_0007_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
472	TOR_C_0050_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
473	TOR_C_00034_tagged.txt	1	SG	1SG	ANIMATE	NON-REFL	ACTIVE
474	TOR_C_0050_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
475	TOR_C_00030_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
476	TOR_C_0101_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
477	TOR_C_00030_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
478	TOR_C_0049_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
479	TOR_C_0048_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
480	TOR_C_00032_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
481	TOR_C_0089_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
482	TOR_C_0041_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
483	TOR_C_00033_tagged.txt	1	SG	1SG	ANIMATE	REFL	ACTIVE
484	TOR_C_0038_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
485	TOR_C_00033_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
486	TOR_C_00034_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
487	TOR_C_00029_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
488	TOR_C_0042_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
489	TOR_C_0082_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
490	TOR_C_0002_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
491	TOR_C_00033_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
492	TOR_C_0041_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
493	TOR_C_0008_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
494	TOR_C_0056_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
495	TOR_C_0056_tagged.txt	2	PL	2PL	ANIMATE	NON-REFL	ACTIVE
496	TOR_C_0045_tagged.txt	2	PL	2PL	ANIMATE	REFL	ACTIVE
497	TOR_C_0064_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
498	TOR_C_0001_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
499	TOR_C_00016_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
500	TOR_C_0001_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
501	TOR_C_0001_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
502	TOR_C_0055_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
503	TOR_C_00023_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
504	TOR_C_00023_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
505	TOR_C_00011_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
506	TOR_C_0046_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
507	TOR_C_0046_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
508	TOR_C_0037_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
509	TOR_C_0055_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
510	TOR_C_0077_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
511	TOR_C_0086_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
512	TOR_C_00020_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
513	TOR_C_00028_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
514	TOR_C_0050_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
515	TOR_C_0050_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
516	TOR_C_0009_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
517	TOR_C_0009_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
518	TOR_C_00034_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
519	TOR_C_0037_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
520	TOR_C_00034_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
521	TOR_C_00024_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
522	TOR_C_0037_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
523	TOR_C_00034_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
524	TOR_C_0009_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
525	TOR_C_0040_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
526	TOR_C_0052_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
527	TOR_C_0089_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
528	TOR_C_0089_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
529	TOR_C_0046_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
530	TOR_C_00034_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
531	TOR_C_0080_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
532	TOR_C_00034_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
533	TOR_C_0090_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
534	TOR_C_0046_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
535	TOR_C_0049_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
536	TOR_C_00034_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
537	TOR_C_00023_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
538	TOR_C_00024_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
539	TOR_C_0089_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
540	TOR_C_0002_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
541	TOR_C_00034_tagged.txt	2	SG	2SG	ANIMATE	NON-REFL	ACTIVE
542	TOR_C_0049_tagged.txt	2	SG	2SG	ANIMATE	REFL	ACTIVE
543	TOR_C_0046_tagged.txt	2	SG	2SG	ANIMATE	REFL	ACTIVE
544	TOR_C_0046_tagged.txt	2	SG	2SG	ANIMATE	REFL	ACTIVE
545	TOR_C_00034_tagged.txt	2	SG	2SG	ANIMATE	REFL	ACTIVE
546	TOR_C_0041_tagged.txt	3	PL	3PL	INANIMATE	NON-REFL	ACTIVE
547	TOR_C_0046_tagged.txt	3	PL	3PL	INANIMATE	NON-REFL	ACTIVE
548	TOR_C_0099_tagged.txt	3	PL	3PL	INANIMATE	NON-REFL	ACTIVE
549	TOR_C_0049_tagged.txt	3	PL	3PL	INANIMATE	NON-REFL	ACTIVE
