ID	Transcript number	PERSON	NUMBER	PERSON.NUMBER	ANIMACY	REFLEXIVITY	VOICE
550	TOR_C_00011_tagged.txt	3	PL	3PL	INANIMATE	NON-REFL	ACTIVE
551	TOR_C_00010_tagged.txt	3	PL	3PL	INANIMATE	NON-REFL	ACTIVE
552	TOR_C_0068_tagged.txt	3	PL	3PL	INANIMATE	REFL	PASSIVE
553	TOR_C_0004_tagged.txt	3	PL	3PL	INANIMATE	REFL	PASSIVE
554	TOR_C_0067_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
555	TOR_C_00034_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
556	TOR_C_0047_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
557	TOR_C_0093_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
558	TOR_C_00024_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
559	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
560	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
561	TOR_C_00024_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
562	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
563	TOR_C_0007_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
564	TOR_C_0008_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
565	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
566	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
567	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
568	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
569	TOR_C_0050_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
570	TOR_C_0066_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
571	TOR_C_0086_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
572	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
573	TOR_C_00015_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
574	TOR_C_00024_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
575	TOR_C_0060_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
576	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
577	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
578	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
579	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
580	TOR_C_0047_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
581	TOR_C_0061_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
582	TOR_C_00019_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
583	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
584	TOR_C_0009_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
585	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
586	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
587	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
588	TOR_C_00010_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
589	TOR_C_0089_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
590	TOR_C_0066_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
591	TOR_C_00030_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
592	TOR_C_00023_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
593	TOR_C_00010_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
594	TOR_C_0003_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
595	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
596	TOR_C_00034_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
597	TOR_C_00034_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
598	TOR_C_00034_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
599	TOR_C_0008_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
600	TOR_C_0009_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
601	TOR_C_0048_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
602	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
603	TOR_C_0060_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
604	TOR_C_0062_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
605	TOR_C_0071_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
606	TOR_C_0071_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
607	TOR_C_0079_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
608	TOR_C_0082_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
609	TOR_C_0082_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
610	TOR_C_0083_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
611	TOR_C_0089_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
612	TOR_C_0094_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
613	TOR_C_00010_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
614	TOR_C_00020_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
615	TOR_C_0061_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
616	TOR_C_0082_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
617	TOR_C_0003_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
618	TOR_C_0037_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
619	TOR_C_0062_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
620	TOR_C_0080_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
621	TOR_C_0050_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
622	TOR_C_0037_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
623	TOR_C_00019_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
624	TOR_C_00034_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
625	TOR_C_0051_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
626	TOR_C_00025_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
627	TOR_C_0082_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
628	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
629	TOR_C_00018_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
630	TOR_C_00029_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
631	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
632	TOR_C_0007_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
633	TOR_C_0066_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
634	TOR_C_0037_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
635	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
636	TOR_C_0040_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
637	TOR_C_0050_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
638	TOR_C_0091_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
639	TOR_C_0048_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
640	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
641	TOR_C_00034_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
642	TOR_C_0004_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
643	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
644	TOR_C_0004_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
645	TOR_C_00020_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
646	TOR_C_0037_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
647	TOR_C_0002_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
648	TOR_C_00020_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
649	TOR_C_00020_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
650	TOR_C_0061_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
651	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
652	TOR_C_0004_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
653	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
654	TOR_C_00021_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
655	TOR_C_0038_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
656	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
657	TOR_C_0061_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
658	TOR_C_0062_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
659	TOR_C_0064_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
660	TOR_C_0053_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
661	TOR_C_0054_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
662	TOR_C_0037_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
663	TOR_C_0037_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
664	TOR_C_0053_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
665	TOR_C_0002_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
666	TOR_C_00029_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
667	TOR_C_0037_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
668	TOR_C_0064_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
669	TOR_C_0064_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
670	TOR_C_0070_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
671	TOR_C_0079_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
672	TOR_C_00010_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
673	TOR_C_00013_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
674	TOR_C_0009_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
675	TOR_C_0042_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
676	TOR_C_0063_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
677	TOR_C_0053_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
678	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
679	TOR_C_00011_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
680	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
681	TOR_C_00034_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
682	TOR_C_00011_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
683	TOR_C_00015_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
684	TOR_C_0066_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
685	TOR_C_0083_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
686	TOR_C_0009_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
687	TOR_C_00030_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
688	TOR_C_0071_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
689	TOR_C_0054_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
690	TOR_C_0101_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
691	TOR_C_0051_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
692	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
693	TOR_C_0009_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
694	TOR_C_0056_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
695	TOR_C_0049_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
696	TOR_C_00019_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
697	TOR_C_00020_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
698	TOR_C_0079_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
699	TOR_C_0046_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
700	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
701	TOR_C_0040_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
702	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
703	TOR_C_0046_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
704	TOR_C_0066_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
705	TOR_C_0071_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
706	TOR_C_00013_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
707	TOR_C_0069_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
708	TOR_C_00013_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
709	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
710	TOR_C_0067_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
711	TOR_C_00019_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
712	TOR_C_0040_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
713	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
714	TOR_C_00030_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
715	TOR_C_0058_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
716	TOR_C_0046_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
717	TOR_C_00019_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
718	TOR_C_0002_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
719	TOR_C_0051_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
720	TOR_C_0003_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
721	TOR_C_0062_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
722	TOR_C_00019_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
723	TOR_C_00013_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
724	TOR_C_0075_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
725	TOR_C_0040_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
726	TOR_C_0050_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
727	TOR_C_0069_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
728	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
729	TOR_C_0096_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
730	TOR_C_00030_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
731	TOR_C_00030_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
732	TOR_C_00030_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
733	TOR_C_0089_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
734	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
735	TOR_C_00016_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
736	TOR_C_0037_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
737	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
738	TOR_C_0069_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
739	TOR_C_0089_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
740	TOR_C_0063_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
741	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
742	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
743	TOR_C_0066_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
744	TOR_C_0046_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
745	TOR_C_0050_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
746	TOR_C_0082_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
747	TOR_C_00023_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
748	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
749	TOR_C_0069_tagged.txt	3	PL	3PL	ANIMATE	NON-REFL	ACTIVE
750	TOR_C_0091_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
751	TOR_C_0062_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
752	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
753	TOR_C_0050_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
754	TOR_C_00033_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
755	TOR_C_0041_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
756	TOR_C_0079_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
757	TOR_C_0068_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
758	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
759	TOR_C_00030_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
760	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
761	TOR_C_0001_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
762	TOR_C_0079_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
763	TOR_C_0101_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
764	TOR_C_0004_tagged.txt	3	PL	3PL	ANIMATE	REFL	ACTIVE
765	TOR_C_0041_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
766	TOR_C_0046_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
767	TOR_C_0080_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
768	TOR_C_0046_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
769	TOR_C_0049_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
770	TOR_C_00022_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
771	TOR_C_0049_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
772	TOR_C_0055_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
773	TOR_C_0079_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
774	TOR_C_00024_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
775	TOR_C_00024_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
776	TOR_C_0003_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
777	TOR_C_0046_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
778	TOR_C_0048_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
779	TOR_C_0049_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
780	TOR_C_0050_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
781	TOR_C_0050_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
782	TOR_C_0050_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
783	TOR_C_0050_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
784	TOR_C_0055_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
785	TOR_C_0079_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
786	TOR_C_0049_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
787	TOR_C_00033_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
788	TOR_C_0041_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
789	TOR_C_0041_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
790	TOR_C_0041_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
791	TOR_C_0046_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
792	TOR_C_0046_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
793	TOR_C_0046_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
794	TOR_C_0046_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
795	TOR_C_0048_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
796	TOR_C_0049_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
797	TOR_C_0050_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
798	TOR_C_0054_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
799	TOR_C_0059_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
800	TOR_C_0061_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
801	TOR_C_0063_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
802	TOR_C_0066_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
803	TOR_C_0066_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
804	TOR_C_0089_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
805	TOR_C_00019_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
806	TOR_C_0050_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
807	TOR_C_0101_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
808	TOR_C_0052_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
809	TOR_C_0041_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
810	TOR_C_0086_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
811	TOR_C_0040_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
812	TOR_C_0055_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
813	TOR_C_0079_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
814	TOR_C_0071_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
815	TOR_C_0079_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
816	TOR_C_0090_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
817	TOR_C_00034_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
818	TOR_C_00029_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
819	TOR_C_0049_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
820	TOR_C_0050_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
821	TOR_C_0050_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
822	TOR_C_0055_tagged.txt	3	SG	3SG	INANIMATE	NON-REFL	ACTIVE
